id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,target,Inflight_entertainment_wifi,Online_support_ease_booking,Onboard_service_legroom
486,Male,disloyal Customer,34,Business travel,Eco,7.202661196523238,3,4,3,4,4,4,4,3,2,3,4,3.8501476017100584,3.7376696182833684,0,12,16,16
487,Female,Loyal Customer,45,Business travel,Business,7.933079771880415,2,5,5,1,4,4,4,4,5,4,1,0.0,0.0,1,25,4,16
488,Female,Loyal Customer,26,Personal Travel,Eco,7.582738488914411,3,4,4,5,4,4,4,4,5,4,3,2.833213344056216,2.833213344056216,1,16,20,16
489,Male,Loyal Customer,49,Business travel,Eco Plus,7.475905969367397,3,3,3,3,3,2,5,4,1,3,3,1.3862943611198906,0.0,0,9,9,10
490,Male,Loyal Customer,55,Business travel,Eco,7.528869256642251,4,4,4,4,4,2,2,1,1,4,4,1.791759469228055,0.0,1,16,16,4
491,Male,Loyal Customer,26,Personal Travel,Eco,7.734121303328305,3,2,3,2,2,2,4,4,3,4,2,2.9444389791664403,2.0794415416798357,0,6,4,8
492,Female,Loyal Customer,49,Business travel,Business,4.927253685157205,2,4,2,2,3,3,3,2,2,3,1,2.70805020110221,2.9444389791664403,0,8,6,9
493,Female,disloyal Customer,49,Business travel,Business,7.84971375760487,1,4,1,4,4,3,4,4,5,5,4,0.0,1.0986122886681098,0,4,16,12
494,Female,Loyal Customer,41,Personal Travel,Eco Plus,7.833203948641057,4,4,4,4,5,5,5,5,3,5,3,0.0,2.833213344056216,1,16,20,25
495,Male,Loyal Customer,28,Personal Travel,Eco Plus,7.776954403322442,3,1,3,1,1,2,5,4,2,4,1,0.0,0.0,0,3,1,10
496,Male,Loyal Customer,63,Personal Travel,Eco Plus,7.404887575616125,2,3,2,2,3,3,5,3,4,3,3,0.0,0.0,0,6,6,15
497,Female,Loyal Customer,20,Business travel,Business,8.170185652879642,3,3,3,3,3,3,1,4,2,3,3,0.0,0.0,0,9,9,3
498,Male,Loyal Customer,40,Business travel,Business,5.713732805509369,3,3,3,4,3,3,3,3,1,3,4,0.0,0.0,0,9,12,9
499,Male,disloyal Customer,25,Business travel,Eco,7.841885928984623,5,5,5,2,5,3,5,4,3,5,5,0.0,0.0,1,25,10,15
500,Female,Loyal Customer,33,Business travel,Business,7.787382026484701,3,5,4,4,4,4,4,4,4,4,4,2.5649493574615367,2.1972245773362196,1,20,16,16
501,Male,disloyal Customer,16,Business travel,Eco,7.30854279753919,2,1,2,1,1,4,3,3,4,3,1,1.0986122886681098,2.9444389791664403,0,2,1,12
502,Male,disloyal Customer,28,Business travel,Eco,7.3901814282264295,1,1,1,1,1,4,1,4,2,4,1,2.70805020110221,4.110873864173311,0,1,1,4
503,Female,Loyal Customer,51,Business travel,Business,6.618738983517219,4,4,4,5,5,5,5,5,4,5,5,0.0,1.791759469228055,1,16,25,25
504,Female,Loyal Customer,67,Personal Travel,Eco Plus,6.214608098422191,2,2,4,4,3,3,4,3,4,3,4,1.791759469228055,0.0,1,8,12,12
505,Male,disloyal Customer,28,Business travel,Business,7.925157512224703,4,1,3,1,1,4,3,4,3,5,1,0.0,0.0,1,3,1,12
506,Male,disloyal Customer,29,Business travel,Business,7.738052297689316,4,1,4,5,1,3,2,5,3,5,1,0.0,2.302585092994046,0,4,5,6
507,Male,Loyal Customer,36,Business travel,Business,7.764296006450518,1,5,5,3,4,4,4,4,5,4,3,0.0,0.0,1,25,12,16
508,Male,disloyal Customer,27,Business travel,Business,7.469654172932128,3,4,3,4,4,3,3,4,4,4,4,0.0,0.0,0,12,16,9
509,Female,Loyal Customer,52,Personal Travel,Eco,7.693481640835175,4,2,4,3,2,2,4,2,3,2,1,0.6931471805599453,2.833213344056216,0,8,6,8
510,Female,disloyal Customer,32,Business travel,Business,7.638198244285779,4,5,4,5,5,1,5,4,3,3,5,3.5553480614894135,3.4339872044851463,0,20,25,5
511,Female,Loyal Customer,60,Personal Travel,Eco,7.596392304064196,4,4,4,4,5,5,5,5,5,5,3,0.0,0.0,1,16,20,25
512,Male,disloyal Customer,22,Business travel,Eco,7.347943823148687,5,1,5,1,1,3,2,5,3,4,1,0.0,2.5649493574615367,1,5,1,6
513,Male,Loyal Customer,35,Business travel,Eco,8.156223323194624,4,4,5,4,4,3,3,3,1,4,4,0.0,0.0,1,20,16,9
514,Male,disloyal Customer,26,Business travel,Eco,7.471932078245122,1,1,1,1,1,1,3,3,2,3,1,1.3862943611198906,2.6390573296152584,0,1,1,3
515,Female,Loyal Customer,46,Business travel,Business,8.032035314398824,1,1,4,4,1,1,2,1,3,1,4,3.295836866004329,4.110873864173311,0,4,4,2
516,Male,disloyal Customer,31,Business travel,Eco,7.461640392208575,3,3,2,3,3,1,5,3,2,4,3,4.836281906951478,4.736198448394496,0,6,9,5
517,Female,disloyal Customer,42,Business travel,Eco,7.3783837129967145,3,3,3,4,3,2,5,2,4,1,3,4.219507705176107,4.465908118654584,0,9,12,10
518,Female,Loyal Customer,52,Business travel,Business,7.984803389734406,5,3,4,5,2,2,2,2,5,2,5,3.1354942159291497,3.295836866004329,1,12,10,4
519,Male,Loyal Customer,45,Business travel,Eco,7.785305182539862,3,3,3,3,3,3,5,4,4,3,3,0.6931471805599453,0.0,0,9,9,15
520,Female,Loyal Customer,62,Business travel,Business,7.428333194190806,0,5,1,1,5,5,5,5,3,5,4,0.0,1.0986122886681098,1,5,5,25
521,Male,Loyal Customer,22,Business travel,Business,8.39840965542627,4,5,4,5,5,4,3,5,3,4,5,0.0,0.0,1,20,25,12
522,Female,disloyal Customer,23,Business travel,Eco,7.518064181233078,0,5,1,5,5,4,2,4,2,1,5,0.0,0.0,1,5,25,8
523,Female,Loyal Customer,57,Business travel,Business,6.951772164398911,3,5,5,4,4,4,4,4,3,4,5,4.465908118654584,4.418840607796598,1,25,16,16
524,Male,Loyal Customer,53,Business travel,Business,8.117908942383155,3,2,5,5,3,3,4,3,5,3,3,0.0,0.0,1,10,15,12
525,Female,Loyal Customer,10,Personal Travel,Eco,7.505492274737424,5,3,4,4,5,5,5,5,4,5,3,0.0,0.0,1,12,20,25
526,Male,Loyal Customer,27,Personal Travel,Eco,7.6544432264701125,2,5,2,5,5,2,4,3,4,2,5,0.0,0.0,0,10,25,8
527,Male,Loyal Customer,42,Personal Travel,Eco,8.031710375322042,4,5,4,1,5,3,3,3,4,5,5,0.0,3.912023005428146,1,20,5,9
528,Female,Loyal Customer,36,Business travel,Eco,7.443078374348516,1,1,1,1,1,2,3,4,3,4,1,0.0,0.0,0,1,1,6
529,Male,Loyal Customer,26,Personal Travel,Eco Plus,7.282761179605593,2,2,3,2,2,4,4,5,3,5,2,0.0,1.0986122886681098,0,6,4,16
530,Male,Loyal Customer,44,Personal Travel,Eco,7.6624678152002375,3,5,3,3,5,3,4,4,4,4,5,0.0,2.4849066497880004,0,15,15,12
531,Male,Loyal Customer,58,Personal Travel,Eco,6.836259277277067,3,1,3,1,1,3,3,4,4,5,1,2.3978952727983707,3.4965075614664802,0,3,1,9
532,Female,Loyal Customer,39,Business travel,Business,5.365976015021851,1,4,3,4,1,1,1,1,4,1,2,2.995732273553991,3.2188758248682006,0,12,4,1
533,Male,disloyal Customer,33,Business travel,Eco,7.493873886783559,1,4,1,4,4,3,3,5,3,2,4,0.0,2.302585092994046,0,4,16,9
534,Male,Loyal Customer,61,Personal Travel,Eco,8.14002395246292,1,1,1,1,1,1,3,3,2,3,1,0.0,0.0,0,1,1,3
535,Male,disloyal Customer,56,Business travel,Eco Plus,7.564757012905729,3,5,3,2,5,5,5,3,2,1,5,1.791759469228055,1.9459101490553132,0,15,10,25
536,Female,Loyal Customer,36,Business travel,Business,6.152732694704104,4,2,3,3,4,4,4,4,2,4,1,0.0,0.0,1,6,12,16
537,Male,Loyal Customer,46,Business travel,Eco,7.5740450053721995,4,5,4,5,5,3,2,4,3,4,5,0.6931471805599453,0.0,0,20,25,6
538,Male,Loyal Customer,25,Personal Travel,Eco Plus,7.174724309836376,2,5,2,5,5,5,5,4,5,4,5,0.0,0.0,0,10,25,25
539,Female,disloyal Customer,41,Business travel,Eco Plus,8.09101504171053,3,3,4,4,1,1,4,1,4,1,4,2.3978952727983707,3.295836866004329,0,12,4,4
540,Male,disloyal Customer,69,Personal Travel,Eco,7.63433723562832,2,3,2,3,3,2,5,4,3,4,3,0.0,0.0,0,6,9,10
541,Male,Loyal Customer,39,Personal Travel,Eco,7.051855622955894,3,2,0,1,2,4,2,4,4,5,2,0.0,1.6094379124341003,0,0,2,8
542,Male,Loyal Customer,44,Business travel,Business,7.888334500738654,1,2,5,1,4,4,5,4,2,4,2,1.3862943611198906,0.0,1,10,4,20
543,Male,disloyal Customer,24,Business travel,Eco,7.335633981927201,4,5,4,5,5,5,3,4,3,5,5,0.0,0.0,0,20,25,15
544,Male,disloyal Customer,38,Business travel,Business,7.491645473605133,2,1,3,1,1,5,4,5,3,4,1,0.0,0.0,0,3,1,20
545,Male,Loyal Customer,42,Business travel,Business,7.227662498728654,3,2,5,4,5,5,5,5,3,5,4,0.0,0.0,1,10,20,25
546,Female,Loyal Customer,35,Business travel,Eco,7.637716432664798,1,1,1,1,1,1,4,4,2,4,1,0.0,1.9459101490553132,0,1,1,4
547,Female,disloyal Customer,43,Business travel,Eco,7.674617497364363,5,1,5,1,1,3,2,2,5,5,1,0.0,1.0986122886681098,1,5,1,6
548,Male,disloyal Customer,23,Business travel,Eco,7.3783837129967145,1,2,1,2,2,2,2,4,1,4,2,4.204692619390966,4.0943445622221,0,2,4,4
549,Female,Loyal Customer,26,Business travel,Business,7.475905969367397,3,4,4,4,4,3,5,4,4,5,4,3.784189633918261,3.6635616461296463,1,16,16,15
550,Male,Loyal Customer,49,Personal Travel,Eco,7.964850887447313,4,3,4,3,3,3,5,3,5,5,3,0.0,0.0,0,12,9,15
551,Female,disloyal Customer,9,Business travel,Eco,7.823645930834952,1,2,2,2,2,1,5,3,1,4,2,0.0,0.0,0,4,4,5
552,Male,Loyal Customer,45,Business travel,Business,7.856319571406588,3,3,4,4,5,5,5,5,3,5,4,0.0,2.4849066497880004,1,12,20,25
553,Male,Loyal Customer,50,Business travel,Business,7.735870319952567,4,4,5,4,5,5,5,5,4,5,5,0.0,0.0,1,20,20,25
554,Male,Loyal Customer,49,Business travel,Eco,6.956545443151569,2,2,2,2,2,1,4,3,2,4,2,0.0,0.0,0,4,4,4
555,Female,disloyal Customer,25,Business travel,Business,7.776535028185241,4,4,4,3,4,4,3,4,4,4,4,3.7376696182833684,3.4339872044851463,1,16,12,12
556,Female,Loyal Customer,47,Business travel,Eco Plus,5.961005339623274,2,3,4,3,2,2,2,2,3,2,4,3.5553480614894135,3.258096538021482,0,12,6,4
557,Female,Loyal Customer,36,Business travel,Business,7.3987862754199485,5,2,4,5,5,5,5,5,5,5,4,3.6375861597263857,2.9444389791664403,1,8,25,25
558,Female,disloyal Customer,25,Business travel,Eco,7.581209826196346,2,1,2,1,1,2,3,4,4,3,1,3.4965075614664802,3.1780538303479458,0,2,1,6
559,Female,disloyal Customer,44,Business travel,Eco,6.96979066990159,3,4,4,1,4,3,3,1,3,2,4,2.1972245773362196,2.3978952727983707,0,16,4,9
560,Male,Loyal Customer,30,Business travel,Business,7.45876269238096,1,1,1,1,1,4,5,3,4,3,1,1.9459101490553132,2.302585092994046,0,1,1,20
561,Female,disloyal Customer,36,Business travel,Business,7.682943169878292,1,2,1,2,2,2,3,3,4,3,2,0.0,0.0,0,2,4,6
562,Female,disloyal Customer,17,Business travel,Eco,7.0630481633881725,1,5,1,5,5,3,4,4,4,4,5,4.0943445622221,4.248495242049359,0,5,25,12
563,Female,Loyal Customer,23,Personal Travel,Eco Plus,7.4127640174265625,3,5,5,4,5,5,5,5,5,5,4,3.58351893845611,3.713572066704308,1,25,20,25
564,Male,disloyal Customer,36,Business travel,Eco,7.220373836723949,3,1,3,1,1,4,2,1,2,1,1,0.0,0.0,0,3,1,8
565,Female,Loyal Customer,43,Business travel,Business,7.787382026484701,1,2,4,5,5,5,5,5,3,5,5,1.791759469228055,0.0,1,8,25,25
566,Female,disloyal Customer,21,Business travel,Business,7.97349996402463,4,3,4,3,3,4,4,4,3,4,3,0.0,0.0,0,12,9,16
567,Male,Loyal Customer,48,Personal Travel,Eco,7.392647520721623,4,2,4,5,2,1,4,4,3,2,2,0.0,0.0,0,8,10,4
568,Male,disloyal Customer,24,Business travel,Eco,7.90100705199242,4,2,4,5,2,4,4,3,2,2,2,0.0,0.0,0,8,10,16
569,Female,Loyal Customer,60,Personal Travel,Eco,6.532334292222349,1,3,4,4,4,4,4,4,5,4,5,0.0,1.9459101490553132,1,12,16,16
570,Male,Loyal Customer,43,Business travel,Business,7.752764808851328,2,2,5,4,3,3,4,3,5,3,3,0.6931471805599453,0.0,1,10,12,12
571,Male,Loyal Customer,40,Business travel,Business,7.592870287844818,5,5,4,4,2,2,2,2,5,2,5,0.0,0.0,1,20,8,4
572,Male,Loyal Customer,29,Business travel,Business,7.589841512182657,2,2,2,2,2,1,1,3,4,3,2,0.0,1.3862943611198906,0,4,4,1
573,Male,Loyal Customer,69,Personal Travel,Eco,7.591357046698551,2,5,2,5,5,3,5,5,5,5,5,3.258096538021482,2.8903717578961645,0,10,25,15
574,Female,Loyal Customer,35,Personal Travel,Eco,8.21878715560148,5,2,4,5,4,4,4,4,3,4,3,1.0986122886681098,0.0,1,8,20,16
575,Male,Loyal Customer,39,Business travel,Business,8.236155661683124,4,5,4,4,4,4,5,5,5,4,3,0.0,0.0,1,20,16,20
576,Male,Loyal Customer,38,Business travel,Business,6.401917196727186,1,1,2,5,4,4,4,4,5,4,3,3.044522437723423,2.833213344056216,1,2,20,16
577,Male,Loyal Customer,52,Personal Travel,Eco,7.725330037917135,2,1,2,1,1,5,3,4,3,4,1,2.5649493574615367,1.9459101490553132,0,2,1,15
578,Male,Loyal Customer,35,Personal Travel,Eco,7.103322062526113,1,5,1,5,5,4,5,4,3,5,5,0.0,0.0,0,5,25,20
579,Female,disloyal Customer,37,Business travel,Eco,7.158513997329321,1,2,1,2,2,2,3,4,2,3,2,0.0,0.0,0,2,4,6
580,Male,Loyal Customer,30,Personal Travel,Eco,7.186901020411631,2,5,2,5,5,2,5,2,2,4,5,3.8501476017100584,3.784189633918261,0,10,25,10
581,Male,Loyal Customer,22,Personal Travel,Eco,7.5480289699350145,3,3,3,5,3,3,1,3,2,4,3,1.9459101490553132,1.9459101490553132,0,9,15,3
582,Female,disloyal Customer,25,Business travel,Eco Plus,7.323830566202317,2,4,2,4,4,1,4,3,4,3,4,0.0,2.772588722239781,0,8,16,4
583,Female,Loyal Customer,61,Personal Travel,Eco,7.290292882446597,3,4,4,4,4,3,4,4,4,3,4,0.0,2.302585092994046,1,16,16,12
584,Male,Loyal Customer,47,Business travel,Business,7.813187267521416,2,2,5,5,4,4,4,4,4,4,3,0.0,0.0,1,10,20,16
585,Male,Loyal Customer,35,Business travel,Business,5.948034989180646,3,5,4,3,3,3,3,3,1,3,2,0.0,0.0,0,20,9,9
586,Male,Loyal Customer,54,Business travel,Eco,7.689828668736484,3,3,3,3,3,3,5,2,2,5,3,0.0,0.0,1,9,9,15
587,Female,Loyal Customer,17,Business travel,Business,7.820439515262181,4,4,4,4,4,5,3,5,3,4,4,0.0,0.0,1,16,16,15
588,Female,disloyal Customer,30,Business travel,Business,7.8547691834991324,4,1,4,1,1,5,3,4,5,4,1,0.0,2.0794415416798357,1,4,1,15
589,Female,Loyal Customer,34,Business travel,Business,7.855932199718614,1,4,3,3,3,5,3,4,3,5,3,0.0,0.0,1,12,9,15
590,Female,Loyal Customer,11,Personal Travel,Eco,7.814803429489359,4,4,4,4,4,5,4,3,5,5,4,1.0986122886681098,0.0,1,16,16,20
591,Male,Loyal Customer,14,Personal Travel,Eco,7.122059881629142,1,5,1,5,5,4,5,3,4,5,5,2.4849066497880004,0.6931471805599453,0,5,25,20
592,Female,Loyal Customer,51,Business travel,Business,6.53813982376767,4,5,5,4,4,4,5,4,4,4,4,1.0986122886681098,2.0794415416798357,1,25,16,20
593,Male,Loyal Customer,48,Personal Travel,Eco,7.655864017616056,1,2,1,2,2,1,3,3,1,3,2,0.0,0.0,0,2,4,3
594,Female,Loyal Customer,15,Personal Travel,Eco,7.215975002651466,0,3,0,3,3,1,5,2,4,2,3,0.0,0.0,1,0,9,5
595,Male,Loyal Customer,16,Personal Travel,Eco,7.495541943884256,1,2,1,2,2,3,4,4,1,3,2,3.58351893845611,3.9318256327243257,0,2,4,12
596,Male,Loyal Customer,54,Business travel,Business,8.149312843635345,1,3,3,4,1,1,2,1,4,1,1,1.9459101490553132,1.6094379124341003,0,9,4,2
597,Male,Loyal Customer,32,Business travel,Eco Plus,7.757478766584179,5,5,5,5,3,3,3,5,5,3,5,4.897839799950911,4.762173934797756,1,25,15,9
598,Male,Loyal Customer,51,Personal Travel,Eco,7.470224135899966,0,2,0,2,2,4,4,5,5,5,2,0.0,1.791759469228055,1,0,4,16
599,Female,Loyal Customer,37,Business travel,Eco,7.806289289267033,5,5,5,5,5,5,4,3,2,4,5,0.0,0.0,1,25,25,20
600,Male,Loyal Customer,59,Business travel,Eco Plus,7.368970402194793,2,2,2,2,2,3,5,5,5,2,2,0.0,1.3862943611198906,1,4,4,15
601,Female,disloyal Customer,8,Business travel,Business,7.6093665379542115,1,3,1,3,3,4,5,3,4,3,3,4.477336814478207,4.564348191467836,0,3,9,20
602,Female,Loyal Customer,60,Business travel,Business,6.827629234502852,4,5,4,4,3,3,2,3,3,3,4,0.0,0.0,1,20,12,6
603,Female,disloyal Customer,24,Business travel,Business,7.725771441587952,0,5,0,5,5,3,5,4,4,5,5,3.091042453358316,2.3978952727983707,1,0,25,15
604,Female,disloyal Customer,21,Business travel,Eco,7.5310163320779155,2,1,2,3,1,1,2,3,3,1,1,0.0,0.0,0,2,3,2
605,Male,disloyal Customer,17,Business travel,Eco,7.502738210754851,3,4,3,4,4,3,3,3,2,4,4,0.6931471805599453,1.3862943611198906,0,12,16,9
606,Female,Loyal Customer,45,Personal Travel,Eco,6.100318952020064,5,3,4,4,4,4,4,4,3,4,5,4.2626798770413155,4.02535169073515,1,12,16,16
607,Male,Loyal Customer,30,Business travel,Business,8.295798110636145,5,4,4,4,4,4,5,1,1,2,4,0.0,0.0,1,16,16,20
608,Female,disloyal Customer,29,Business travel,Eco,7.659171367666058,2,1,2,1,1,2,3,3,4,3,1,2.302585092994046,2.833213344056216,0,2,1,6
609,Male,Loyal Customer,26,Personal Travel,Eco,7.671360923190644,4,4,4,3,4,4,2,3,2,3,4,0.0,0.0,0,16,12,8
610,Male,Loyal Customer,33,Business travel,Business,8.323851131338817,3,3,2,3,3,1,2,3,1,3,3,0.0,0.0,0,6,9,2
611,Male,Loyal Customer,43,Business travel,Business,7.351158226430694,5,3,5,2,4,4,5,3,2,4,4,0.0,0.0,1,15,8,20
612,Female,disloyal Customer,9,Business travel,Eco,7.573017256052546,2,1,2,1,1,4,3,4,4,4,1,0.0,1.3862943611198906,0,2,1,12
613,Female,Loyal Customer,65,Personal Travel,Eco,6.504288173536645,3,3,4,4,5,5,5,5,5,5,4,0.0,0.0,1,12,20,25
614,Male,Loyal Customer,47,Business travel,Business,6.322565239927284,2,4,4,4,5,5,5,5,3,5,3,0.6931471805599453,0.0,1,16,20,25
615,Male,Loyal Customer,77,Business travel,Business,7.515889085215125,4,3,3,4,4,4,3,4,2,4,2,0.0,0.0,0,9,16,12
616,Female,Loyal Customer,34,Personal Travel,Eco,7.650168700845001,0,3,0,3,3,5,4,4,4,4,3,0.0,0.0,1,0,9,20
617,Male,Loyal Customer,33,Personal Travel,Business,8.211211361793023,3,3,3,3,4,4,4,5,3,3,3,5.209486152841421,5.081404364984463,0,9,12,16
618,Female,disloyal Customer,28,Business travel,Eco,7.81035268372429,4,4,5,4,4,1,1,3,4,3,4,0.0,2.995732273553991,0,20,16,1
619,Male,Loyal Customer,58,Business travel,Business,6.450470422144176,5,4,5,4,5,5,5,5,5,5,4,2.995732273553991,3.091042453358316,1,20,20,25
620,Female,Loyal Customer,37,Business travel,Eco,7.149131598557407,3,3,5,3,3,4,2,5,1,4,3,2.6390573296152584,2.4849066497880004,1,15,9,8
621,Male,Loyal Customer,38,Business travel,Business,7.952615111651,2,5,3,4,2,2,2,2,3,2,4,0.0,2.0794415416798357,0,15,8,4
622,Female,disloyal Customer,21,Business travel,Eco,7.388327859577107,1,5,1,5,5,4,3,4,3,4,5,0.0,1.791759469228055,0,5,25,12
623,Female,Loyal Customer,42,Business travel,Business,6.416732282512326,4,4,4,5,4,4,4,4,5,4,5,0.0,0.0,1,16,20,16
624,Female,Loyal Customer,30,Personal Travel,Eco,7.8252452914317745,4,5,4,5,5,3,4,4,3,4,5,2.5649493574615367,2.70805020110221,0,20,25,12
625,Male,Loyal Customer,36,Personal Travel,Eco Plus,7.582738488914411,1,5,0,5,5,3,3,4,3,4,5,0.0,0.0,0,0,25,9
626,Male,Loyal Customer,55,Personal Travel,Eco,7.3310603052186325,3,1,3,1,1,3,2,3,4,3,1,2.6390573296152584,3.1780538303479458,0,3,1,6
627,Female,Loyal Customer,31,Business travel,Business,8.10076824307173,5,5,4,5,5,1,2,4,1,3,5,0.0,0.0,0,20,25,2
628,Female,disloyal Customer,15,Business travel,Eco,7.537430036586509,3,3,5,5,2,2,2,3,5,3,5,3.9512437185814275,3.4657359027997265,0,15,10,4
629,Male,disloyal Customer,22,Business travel,Eco,7.972810784121404,3,3,3,1,3,1,5,4,4,3,3,4.663439094112067,4.787491742782046,0,9,3,5
630,Female,Loyal Customer,36,Business travel,Business,8.192847134592865,2,3,4,5,4,4,5,4,4,4,4,0.0,1.6094379124341003,1,12,20,20
631,Male,Loyal Customer,46,Business travel,Business,7.955074273262696,2,5,4,4,2,2,2,2,4,2,3,4.574710978503383,4.718498871295094,0,20,8,4
632,Female,Loyal Customer,28,Personal Travel,Business,7.927685045615778,3,4,3,4,4,4,2,4,3,4,4,0.0,0.6931471805599453,0,12,16,8
633,Male,Loyal Customer,47,Business travel,Eco,7.22402480828583,4,3,4,3,3,2,1,5,2,2,3,0.0,0.0,1,12,9,2
634,Female,Loyal Customer,33,Business travel,Business,6.970730078143525,2,4,4,4,5,5,5,5,3,5,4,0.0,0.0,1,16,20,25
635,Male,Loyal Customer,30,Business travel,Business,7.77485576666552,4,4,4,4,1,2,2,3,4,2,4,4.700480365792417,4.997212273764115,1,16,4,4
636,Female,Loyal Customer,45,Personal Travel,Eco,7.063903961472068,5,4,5,4,5,5,4,5,5,5,3,2.0794415416798357,2.4849066497880004,1,20,20,20
637,Male,Loyal Customer,56,Business travel,Business,7.1308988302963465,4,4,4,4,4,4,4,4,3,4,3,2.3978952727983707,2.772588722239781,1,16,16,16
638,Male,disloyal Customer,22,Business travel,Eco,7.882314918980268,1,4,1,4,4,2,2,1,5,1,4,0.0,0.0,0,4,16,4
639,Female,disloyal Customer,25,Business travel,Eco,7.9269635448629785,2,4,2,4,4,2,4,3,3,2,4,2.0794415416798357,0.6931471805599453,0,8,16,8
640,Male,Loyal Customer,56,Business travel,Business,7.681560362559537,5,2,4,5,4,4,4,4,4,4,5,0.0,0.0,1,8,20,16
641,Female,Loyal Customer,22,Business travel,Eco,7.503289630675082,5,5,5,5,5,4,2,3,3,4,5,4.430816798843313,4.442651256490317,1,25,25,8
642,Female,Loyal Customer,41,Business travel,Business,7.773173680482536,2,3,5,4,4,4,3,4,4,4,5,0.6931471805599453,0.6931471805599453,1,15,16,12
643,Male,disloyal Customer,21,Business travel,Eco,7.441906728051625,3,1,3,1,1,2,4,4,1,4,1,0.0,0.0,0,3,1,8
644,Female,disloyal Customer,27,Business travel,Business,7.7488913372555315,4,4,4,4,4,5,3,4,3,4,4,0.0,0.0,0,16,16,15
645,Female,Loyal Customer,44,Business travel,Business,8.046229101075378,4,4,4,5,4,4,4,4,4,4,5,0.0,0.0,1,16,20,16
646,Female,Loyal Customer,47,Business travel,Business,6.340359303727752,1,2,4,5,3,3,3,3,3,3,5,0.0,0.0,1,8,15,9
647,Male,Loyal Customer,47,Business travel,Business,8.151909872940905,3,5,3,3,3,3,3,3,3,3,2,0.0,0.0,0,15,9,9
648,Female,Loyal Customer,44,Business travel,Eco,4.718498871295094,5,3,3,2,5,5,5,5,2,5,2,0.0,0.0,1,9,10,25
649,Male,Loyal Customer,48,Business travel,Eco,7.604396348796338,1,1,1,1,1,3,3,3,2,4,1,0.0,0.0,0,1,1,9
650,Female,Loyal Customer,53,Personal Travel,Eco Plus,5.541263545158426,2,3,4,5,5,5,5,5,3,5,4,0.0,0.0,1,12,25,25
651,Male,Loyal Customer,41,Personal Travel,Eco,7.877397186353287,2,5,2,5,5,4,2,4,3,4,5,2.995732273553991,2.9444389791664403,0,10,25,8
652,Male,Loyal Customer,19,Personal Travel,Business,7.729295674310482,2,5,2,5,5,4,2,3,2,3,5,0.0,0.0,0,10,25,8
653,Female,Loyal Customer,53,Business travel,Business,7.5126175446745105,1,2,5,5,2,2,2,2,4,2,4,0.0,0.0,1,10,10,4
654,Female,Loyal Customer,24,Personal Travel,Eco,7.158513997329321,2,3,4,4,4,4,4,4,4,4,5,0.0,1.791759469228055,1,12,16,16
655,Female,Loyal Customer,43,Business travel,Business,7.8119734296220225,1,5,5,5,4,4,4,4,4,4,3,0.0,3.9889840465642745,1,25,20,16
656,Male,Loyal Customer,43,Business travel,Business,8.033009498596668,4,3,4,5,4,4,4,4,5,4,4,4.04305126783455,4.189654742026425,1,12,20,16
657,Female,Loyal Customer,13,Personal Travel,Eco,7.3914152346753585,3,5,5,5,5,3,3,4,3,4,5,0.0,0.0,1,25,25,9
658,Female,Loyal Customer,43,Business travel,Business,6.967909201801884,1,5,4,4,4,4,5,4,5,4,3,2.3978952727983707,0.0,1,20,16,20
659,Male,Loyal Customer,52,Business travel,Business,8.138272638530186,5,5,5,5,4,4,4,4,5,4,5,4.394449154672439,4.1588830833596715,1,25,20,16
660,Male,Loyal Customer,44,Business travel,Business,5.8377304471659395,5,5,4,5,5,5,5,5,3,5,4,0.0,2.5649493574615367,1,20,25,25
661,Female,Loyal Customer,58,Business travel,Business,7.395721608602045,4,2,3,5,5,5,5,5,5,5,4,0.0,0.0,1,6,25,25
662,Male,Loyal Customer,50,Personal Travel,Eco,7.7437032581737535,3,4,4,4,4,3,3,5,3,4,4,1.791759469228055,0.0,0,16,16,9
663,Male,Loyal Customer,11,Personal Travel,Eco,7.5352967024440884,3,3,3,3,3,5,4,5,3,4,3,2.0794415416798357,2.772588722239781,0,9,9,20
664,Male,Loyal Customer,23,Business travel,Business,7.461640392208575,3,4,4,4,4,2,1,4,3,1,4,0.0,0.0,1,16,16,2
665,Female,Loyal Customer,43,Business travel,Business,6.805722553416985,1,4,4,5,5,5,5,5,4,5,5,2.995732273553991,2.302585092994046,1,16,25,25
666,Male,Loyal Customer,14,Personal Travel,Eco Plus,7.444248649496705,2,2,2,4,2,2,2,1,1,2,2,2.9444389791664403,4.04305126783455,0,4,8,4
667,Female,disloyal Customer,29,Business travel,Eco,7.215975002651466,3,5,4,5,5,3,4,2,2,3,5,0.0,2.302585092994046,0,20,25,12
668,Female,Loyal Customer,39,Business travel,Business,7.942717540573791,3,4,3,4,3,3,3,3,2,3,1,1.9459101490553132,2.9444389791664403,0,12,12,9
669,Male,Loyal Customer,22,Business travel,Business,8.20685642839965,2,2,2,2,1,1,4,3,2,2,2,5.123963979403259,5.081404364984463,0,4,2,4
